journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0298,Reduction of cervical vertebra ghost images in panoramic radiography using vertical dual exposure,2023-08-22,2023-10-10,2023-10-06,2024-01-01,49,83,132,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0276,Influence of casein phosphopeptide-amorphous calcium phosphate on the surface topography and composition of nickel-titanium archwires during orthodontic treatment with fixed appliances,2023-08-07,2023-11-27,2023-11-18,2024-01-01,112,35,147,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0219,Case report of a patient with mandibulectomy followed up for 11 years,2023-06-09,2023-09-28,2023-09-05,2024-01-01,111,95,206,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0223,Metal component of dental restorations and fixed prostheses in the oral cavity of 43 cases of adults aged 55 years or older in forensic autopsy,2023-06-13,2023-08-21,2023-08-11,2024-01-01,69,133,202,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0387,Vertical magnification correction in vertical dual-exposure panoramic radiography,2023-11-08,2023-11-29,2023-11-24,2024-01-01,21,33,54,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0425,Preoperative oral hygiene treatment reduces bacterial transport and colonization during intubation for orthopedic surgery,2023-12-12,2024-02-29,2024-02-27,2024-01-01,79,,20,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0210,Sociodemographic profiles and career motivations of Australian dental students,2023-06-03,2023-08-26,2023-08-20,2024-01-01,84,128,212,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0162,Effects of maxillofacial prosthetic treatment on oral health-related quality of life  and masticatory ability of patients with head and neck tumors,2023-04-28,2023-10-05,2023-10-02,2024-01-01,160,88,248,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0264,Use of micro-computed tomography and scanning electron microscopy with energy-dispersive spectroscopy to distinguish natural white spot enamel lesions from sound enamel in human premolars,2023-07-19,2023-11-18,2023-11-11,2024-01-01,122,44,166,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0127,Combined impact of COVID-19 and renal failure on taste perception in a sample of the Egyptian population,2024-03-27,2024-09-06,2024-09-04,2024-01-01,163,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0238,"Monomer release, cell adhesion, and cell viability of indirect restorative materials manufactured with additive, subtractive, and conventional methods",2023-07-01,2023-09-04,2023-08-29,2024-01-01,65,119,184,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0303,"Elemental composition, corrosion resistance and mechanical properties of computer-aided design and computer-aided manufacturing fixed retainers versus conventional fixed retainers",2023-08-26,2023-12-27,2023-12-25,2024-01-01,123,5,128,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0019,Touch-cure activation by marketed universal resin luting cements of their associated primer to dentin,2024-01-14,2024-03-26,2024-03-13,2024-01-01,72,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0220,A micro-computed tomographic evaluation of maxillary first molar accessory root canal morphology in a Black South African subpopulation,2024-06-03,2024-07-16,2024-07-12,2024-01-01,43,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0211,Revisiting the importance of oral health management based on the lessons learned from the COVID-19 pandemic,2024-05-27,2024-08-29,2024-08-28,2024-01-01,94,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0078,Extrusion of debris during retreatment using various nickel-titanium files in teeth with simulated lateral root perforation,2024-02-27,2024-06-06,2024-06-03,2024-01-01,100,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0084,CAD-CAM for removable partial denture fabrication after marginal mandibulectomy based on a well-adjusted pre-existing denture,2024-02-29,2024-06-18,2024-06-08,2024-01-01,110,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0113,A case of larva migrans representing a pitfall in oral diagnosis,2024-03-21,2024-05-24,2024-05-22,2024-01-01,64,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0275,Flexural strength of repaired denture base materials manufactured for the CAD-CAM technique,2023-08-06,2024-01-09,2023-12-29,2024-01-01,156,,148,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0180,Use of cone-beam computed tomography for investigation of factors affecting the failure of temporary anchorage devices,2024-04-30,2024-09-06,2024-09-04,2024-01-01,129,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0360,Assessment of the color stability of two silicone elastomers for maxillofacial prostheses upon exposure to cold beverages,2023-10-17,2024-01-06,2023-12-29,2024-01-01,81,,76,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0087,Association between central sensitivity syndrome and psychophysical factors in patients with masticatory myofascial pain,2024-03-05,2024-05-13,2024-05-10,2024-01-01,69,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0311,An observational study of oral functions in patients aged from 20 to 49 years,2023-08-31,2023-12-07,2023-11-27,2024-01-01,98,25,123,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0056,Bacterial adhesion and surface properties of computer-aided design-computer-aided manufacturing restorative materials,2024-02-10,2024-04-27,2024-04-17,2024-01-01,77,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0379,Impact of scanning range and image count on the precision of digitally recorded intermaxillary relationships in interocclusal record using intraoral scanner,2023-10-31,2023-12-29,2023-12-27,2024-01-01,59,3,62,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0054,Attitudes of general and specialist French practitioners toward stage III-IV grade C periodontitis with familial aggregation,2024-02-09,2024-07-18,2024-07-15,2024-01-01,160,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0344,Association between oral health and nutritional status among older patients requiring long-term care who received home-visit dental care,2023-10-03,2024-01-18,2024-01-12,2024-01-01,107,,90,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0031,Micro-CT determination of the porosity of two tricalcium silicate sealers applied using three obturation techniques,2024-01-21,2024-05-02,2024-04-21,2024-01-01,102,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0061,"Assessment of cytotoxicity, odontoblast-like differentiation, shear bond strength, and microhardness of four orthodontic adhesive composites",2024-02-13,2024-06-18,2024-06-02,2024-01-01,126,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0235,Evaluation of the root dentin bond strength and intratubular biomineralization of a premixed calcium aluminate-based hydraulic bioceramic endodontic sealer,2023-06-28,2023-12-12,2023-11-28,2024-01-01,167,20,187,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0362,Analysis of definite awake bruxism using a portable electromyography device,2023-10-17,2023-11-28,2023-11-23,2024-01-01,42,34,76,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0321,Influence of different convergence angles of abutment teeth and cement spaces on internal adaptation of anterior CAD-CAM fixed dental prostheses,2023-09-07,2023-11-18,2023-11-11,2024-01-01,72,44,116,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2024-330,Strontium implantation improving cell proliferation and adhesion on titanium surfaces through CaSR/AKT signaling pathway,2024-11-12,2025-06-17,,2026-01-25,217,222,439,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-143,"Fabrication of antibacterial carbonate apatite bone cement starting from vaterite, monetite and disodium hydrogenphosphate with gentamicin sulfate",2025-06-19,2025-09-29,,2026-01-25,102,118,220,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-150,Accuracy of polyvinyl siloxane ether and other impression materials in full-arch implant rehabilitation with varying angulations: A comparative &lt;i&gt;in vitro&lt;/i&gt; study,2025-07-01,2025-08-26,,2026-01-25,56,152,208,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-133,Collagen cross-linking and antibacterial enhancement in dental adhesives &lt;i&gt;via&lt;/i&gt; lignin and lignin-capped silver nanoparticles fillers,2025-06-06,2025-08-18,,2026-01-25,73,160,233,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-181,Physicochemical effects of nano type-B bone substitute on pulp protective cement formulations,2025-08-08,2025-10-21,,2026-01-25,74,96,170,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-168,Decellularized porcine pericardium supports periodontal ligament tissue regeneration and attenuates root resorption in a tooth replantation model,2025-07-18,2025-10-03,,2026-01-25,77,114,191,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-193,Effects of pre-polymerization temperature on the mechanical properties and viscosity of light-cure flowable composite resins for core build-up,2025-08-13,2025-10-24,,2026-01-25,72,93,165,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-145,Study of micro-arc oxidation-polydopamine-nanoclay (MAO-PDA-NC) composite coating on osteogenesis in cranial defect areas of rats,2025-06-24,2025-10-02,,2026-01-25,100,115,215,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-125,Effect of silver diamine fluoride on precipitated silver compounds and resin–dentin bond properties,2025-06-03,2025-10-09,,2026-01-25,128,108,236,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-174,"Calcium silicate sol-gel derived amorphous materials incorporating silver, zinc, or cupper ions: Effects of ion type and sample amount on antibacterial properties and cell compatibility",2025-07-24,2025-08-20,,2026-01-25,27,158,185,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-119,Clinical study on whitening effects and tooth sensitivity of home-whitening agents containing 6% hydrogen peroxide,2025-05-26,2025-08-27,,2026-01-25,93,151,244,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-165,"Changes in the methods, materials, and descriptions of denture marking",2025-07-16,2025-10-07,,2026-01-25,83,110,193,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-297,Air abrasion device versus sandblasting device for surface pretreatment of CAD-CAM prosthetic materials,2025-11-19,2025-12-19,,2026-01-01,30,13,43,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-102,Effect of solvent pretreatments on trans-dentinal cytotoxicity of bioactive materials,2025-04-30,2025-11-17,,2026-01-01,201,45,246,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-144,Remineralization efficacy of nano-hydroxyapatite and potassium nitrate formulations on demineralized enamel and dentin: An &lt;i&gt;in vitro&lt;/i&gt; surface hardness and EDX-SEM study,2025-06-23,2025-12-10,,2026-01-01,170,22,192,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-164,Effects of phosphate solution pH on the setting behavior and hemocompatibility of α-tricalcium phosphate granular cement,2025-07-14,2025-11-25,,2026-01-01,134,37,171,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-159,Carbon dots as dual-functional nanoprobes: Fluorescent labeling of polycaprolactone porous microspheres and enhancement of osteogenic differentiation in rBMSCs,2025-07-16,2025-12-22,,2026-01-01,159,10,169,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-186,Effect of atmospheric pressure plasma irradiation on adhesive penetration into gaps,2025-08-01,2025-12-24,,2026-01-01,145,8,153,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-282,Green tea catechin at a daily intake level suppresses root resorption while maintaining intrusive tooth movement in rat model,2025-11-07,2025-12-11,,2026-01-01,34,21,55,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-257,Characterization and evaluation of properties of a tissue conditioner containing co-polymerizable quaternary ammonium-based antimicrobial monomers,2025-10-20,2026-01-09,,2026-01-01,81,,73,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-338,Biomaterial properties of octacalcium phosphate (OCP) and its collagen composite bone substitute,2025-12-24,2026-01-27,,2026-01-01,34,,8,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-220,Effectiveness of dental resin composites containing calcium orthophosphate particles on dentin remineralization,2025-09-04,2025-10-29,,2026-01-01,55,64,119,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-287,"Antibacterial, mechanical, and bonding properties of self-adhesive resin composites containing surface pre-reacted glass ionomer filler",2025-11-11,2025-12-19,,2026-01-01,38,13,51,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-222,Development of a bioactive hydroxyapatite concentration gradient double hydroxyapatite/titanium dioxide coating on TiO&lt;sub&gt;2&lt;/sub&gt; core block bone,2025-09-08,2025-12-02,,2026-01-01,85,30,115,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-185,Effect of surface treatments on shear bond strength between CAD/CAM glass fiber-reinforced composite block and veneering indirect composite material,2025-08-05,2025-12-26,,2026-01-01,143,6,149,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-183,Evaluation of the biocompatibility and discoloration potential of a novel radiopaque Portland cement formulation for dental application,2025-07-29,2025-11-12,,2026-01-01,106,50,156,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2024-269,Evaluation of the influence of gingival retraction width on the optical impression of the subgingival region using a 3D printed abutment tooth model,2024-08-21,2025-06-06,,2025-11-25,289,172,461,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-073,Correlation of amide I and III components in the human dentine infrared spectrum,2025-03-19,2025-07-14,,2025-11-25,117,134,251,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-093,Evaluation of bonding methods on shear bond strength between cobalt-chromium and titanium alloys fabricated by selective laser melting and denture base resins,2025-04-23,2025-07-09,,2025-11-25,77,139,216,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-100,Surface functionalized calcium phosphate bioceramics for immunomodulatory biomaterials,2025-05-03,2025-07-01,,2025-11-25,59,147,206,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-038,Fracture resistance of endodontically treated bovine roots restored with resin abutments and polyetheretherketone,2025-02-07,2025-06-13,,2025-11-25,126,165,291,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-091,Effect of surface treatments on the adhesion of fiber post to resin composite core material,2025-04-23,2025-07-18,,2025-11-25,86,130,216,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2025-042,Tilapia skin collagen composite: A promising candidate in the modulation of bone regeneration,2025-02-17,2025-07-30,,2025-11-25,163,118,281,jstage
Dental Materials Journal,1881-1361,Materials Science,10.4012/dmj.2024-042,Fractured root adhesion treatment with 4-methacryloxyethyl trimellitate anhydride/methyl methacrylate-tributylborane (4-META/MMA-TBB) resin cement: Up to 39-year longitudinal study of 369 fractured ro,2024-02-14,2025-07-14,,2025-11-25,516,134,650,jstage
